0.081913,0.210572,0.395948,0.300000,-0.175000,0.350000
-0.199966,0.295230,-0.307329,0.375000,0.150000,0.400000
-0.258586,0.358675,0.166892,0.275000,-0.075000,0.425000
0.200209,0.353501,-0.597774,0.325000,0.225000,0.400000
0.110016,0.168407,-0.026493,0.275000,-0.000000,0.300000
-0.135761,0.254751,0.176577,0.325000,-0.050000,0.350000
0.119353,0.417999,-0.072509,0.375000,0.025000,0.375000
-0.077714,0.442686,-0.435040,0.400000,0.150000,0.425000
0.089498,0.271972,-0.353783,0.250000,0.175000,0.375000
-0.256470,0.065170,-0.032149,0.325000,0.025000,0.275000
0.009084,0.215870,0.376822,0.250000,-0.175000,0.350000
0.340412,0.003975,-0.485532,0.300000,0.150000,0.225000
0.332679,0.148399,0.142299,0.300000,-0.025000,0.325000
0.032060,0.408243,-0.412680,0.300000,0.175000,0.450000
-0.204728,0.262893,0.403010,0.300000,-0.200000,0.375000
0.093912,0.227886,-0.458969,0.300000,0.175000,0.350000
0.046965,0.103328,0.182915,0.300000,-0.050000,0.250000
0.010958,0.461943,-0.029083,0.350000,0.025000,0.450000
0.000370,0.301129,-0.599379,0.400000,0.225000,0.375000
-0.118004,0.171854,-0.259005,0.300000,0.100000,0.375000
-0.110180,0.305302,-0.580109,0.350000,0.225000,0.350000
0.093043,0.199647,-0.071951,0.300000,-0.000000,0.325000
0.347047,0.443322,0.434696,0.375000,-0.125000,0.425000
-0.026138,0.202632,-0.437552,0.375000,0.200000,0.350000
0.235984,0.097689,-0.136025,0.250000,0.075000,0.275000
-0.081231,0.391828,-0.351545,0.375000,0.125000,0.375000
-0.283929,0.084657,0.216730,0.350000,-0.075000,0.275000
-0.013931,0.296309,0.069381,0.250000,-0.025000,0.450000
0.306556,0.535871,-0.086449,0.300000,0.050000,0.425000
0.201197,0.410799,-0.391711,0.275000,0.225000,0.425000
-0.265341,0.427636,-0.406683,0.275000,0.175000,0.425000
0.096659,0.360624,0.393965,0.325000,-0.150000,0.400000
0.311678,0.115155,0.219785,0.250000,-0.150000,0.325000
0.138850,-0.005085,0.448957,0.375000,-0.150000,0.250000
-0.146306,0.171009,-0.332904,0.275000,0.175000,0.325000
0.080734,0.425777,-0.387964,0.375000,0.125000,0.425000
-0.086672,0.200956,-0.183906,0.350000,0.100000,0.300000
0.312689,0.150698,-0.161572,0.350000,0.075000,0.300000
-0.020466,0.580122,-0.087848,0.375000,0.025000,0.450000
0.041462,0.359923,-0.358712,0.325000,0.125000,0.400000
0.284959,0.393009,-0.064519,0.250000,0.075000,0.400000
0.055413,0.279513,0.649498,0.400000,-0.225000,0.350000
-0.096810,0.271286,0.140657,0.325000,-0.050000,0.375000
0.271397,0.061423,-0.144969,0.300000,0.050000,0.225000
-0.095418,0.257843,0.351619,0.275000,-0.225000,0.375000
0.041752,0.374606,0.316253,0.375000,-0.100000,0.375000
0.030513,0.246365,-0.260262,0.325000,0.150000,0.325000
-0.058980,0.304759,0.457085,0.350000,-0.175000,0.375000
-0.059310,0.019032,-0.263909,0.250000,0.125000,0.325000
0.122408,0.131247,0.118405,0.325000,-0.050000,0.325000
0.148965,0.270172,0.265467,0.325000,-0.125000,0.375000
0.098663,0.321407,-0.255673,0.275000,0.075000,0.425000
-0.009414,0.023091,0.260351,0.250000,-0.200000,0.300000
0.319119,0.329409,-0.114800,0.300000,0.050000,0.375000
0.080741,0.329956,-0.239673,0.400000,0.075000,0.350000
-0.103950,0.396894,-0.227040,0.350000,0.075000,0.400000
-0.202143,0.316081,0.337343,0.350000,-0.100000,0.350000
0.282920,0.125940,-0.182239,0.275000,0.100000,0.300000
-0.048297,0.208249,-0.292091,0.325000,0.125000,0.350000
-0.278736,0.392754,0.263903,0.250000,-0.150000,0.450000
-0.097957,0.375821,-0.212412,0.325000,0.075000,0.375000
-0.084773,0.322724,0.453666,0.275000,-0.200000,0.400000
0.156390,0.266412,0.374852,0.275000,-0.175000,0.350000
-0.229436,0.274659,-0.008414,0.350000,-0.000000,0.350000
-0.132402,0.320115,-0.141665,0.325000,0.050000,0.375000
0.087912,0.156378,0.016109,0.400000,0.025000,0.300000
0.144044,0.459377,-0.035941,0.375000,0.025000,0.400000
-0.134687,0.433401,0.205531,0.350000,-0.075000,0.425000
0.150480,0.272065,-0.437639,0.250000,0.225000,0.400000
-0.228721,0.390586,0.449245,0.400000,-0.150000,0.400000
-0.195859,0.218531,0.502370,0.375000,-0.175000,0.325000
0.140044,0.393887,-0.046792,0.375000,-0.000000,0.400000
0.191163,0.141328,-0.301838,0.300000,0.150000,0.250000
-0.132664,0.405296,0.156736,0.275000,-0.050000,0.400000
-0.309335,0.231520,0.290421,0.325000,-0.100000,0.350000
0.002042,0.002978,0.159508,0.275000,-0.100000,0.250000
-0.180834,0.369725,0.051748,0.275000,-0.025000,0.450000
-0.000627,0.161486,-0.276500,0.325000,0.125000,0.325000
-0.165483,-0.057753,-0.534008,0.400000,0.175000,0.225000
0.254303,0.178544,0.127074,0.275000,-0.050000,0.350000
-0.073288,0.112476,-0.367447,0.325000,0.125000,0.275000
0.279720,0.230134,0.306561,0.250000,-0.175000,0.375000
0.074685,0.563516,-0.108138,0.325000,0.050000,0.450000
0.130612,0.213252,-0.363618,0.350000,0.150000,0.300000
-0.279947,0.122133,0.422167,0.300000,-0.175000,0.275000
0.238989,0.317098,0.191445,0.375000,-0.050000,0.350000
0.120746,0.383997,-0.400568,0.300000,0.200000,0.425000
0.335910,0.413986,-0.296788,0.275000,0.150000,0.425000
-0.313669,0.423187,0.062687,0.350000,-0.025000,0.425000
-0.209628,0.060121,-0.551354,0.350000,0.200000,0.275000
0.188476,0.398961,0.526506,0.325000,-0.200000,0.450000
0.315347,0.239551,-0.456941,0.300000,0.225000,0.350000
0.329712,0.004399,-0.289990,0.275000,0.150000,0.250000
0.192008,0.416948,0.043820,0.400000,-0.025000,0.375000
0.007738,0.302901,-0.436767,0.325000,0.200000,0.400000
0.041730,0.457994,0.050727,0.300000,-0.025000,0.425000
-0.159911,0.259249,0.276134,0.300000,-0.100000,0.375000
0.130392,0.286611,0.447540,0.325000,-0.175000,0.350000
0.159883,0.295624,-0.547885,0.325000,0.200000,0.375000
0.199203,0.104408,-0.047323,0.300000,0.025000,0.250000
-0.058301,0.281275,-0.338031,0.275000,0.150000,0.400000
-0.040251,0.493814,0.149859,0.275000,-0.050000,0.450000
0.305200,0.344152,-0.331402,0.250000,0.125000,0.400000
-0.264244,0.455504,0.283206,0.325000,-0.125000,0.450000
-0.334337,0.279814,0.282138,0.375000,-0.100000,0.325000
-0.042369,0.351425,0.396418,0.275000,-0.250000,0.425000
-0.045269,0.132257,0.031820,0.250000,-0.050000,0.300000
-0.017415,0.425858,-0.263561,0.275000,0.125000,0.450000
-0.265740,0.242541,0.049637,0.400000,-0.050000,0.325000
0.318576,0.459666,-0.198805,0.400000,0.075000,0.400000
-0.303401,0.078356,0.448518,0.350000,-0.175000,0.250000
-0.216747,0.224848,-0.282462,0.350000,0.075000,0.325000
-0.224628,0.370481,-0.208700,0.300000,0.125000,0.425000
0.093575,0.382675,-0.042655,0.275000,0.025000,0.425000
-0.034712,0.484573,-0.003466,0.400000,-0.025000,0.400000
0.190094,0.235117,0.353924,0.250000,-0.200000,0.350000
0.130743,0.125355,0.324867,0.250000,-0.175000,0.275000
-0.301415,0.182289,-0.463160,0.350000,0.150000,0.325000
-0.186132,0.202545,0.120709,0.275000,-0.075000,0.350000
0.022229,0.462518,0.421301,0.375000,-0.150000,0.375000
-0.005169,0.221038,-0.484579,0.375000,0.150000,0.350000
-0.309975,0.367562,0.228951,0.300000,-0.100000,0.425000
-0.255200,0.249558,-0.576009,0.400000,0.225000,0.350000
0.184312,0.268613,-0.289971,0.350000,0.100000,0.350000
0.282016,0.324233,-0.089080,0.275000,-0.000000,0.400000
